vacancy_part_id,profstandard_part_id,similarity,enriched_text
10001,1647.0,0.4595220550810869,Разработка стратегии тестирования и управление процессом тестирования Мониторинг работ и информирование о ходе работ заинтересованных лиц Стаж работы в области разработки и тестирования программного обеспечения не менее пяти лет
10001,1808.0,0.4508224632829755,"Разработка документов для тестирования и анализ качества покрытия Разработка тестовых документов, включая план тестирования Оценивать важность (приоритет выполнения) различных тестов (на основе приоритетов пользователя, проектных задач и рисков возникновения ошибки)"
10001,1776.0,0.4494245651473376,Подготовка тестовых данных и выполнение тестовых процедур Выполнение процесса тестирования Работать в команде с другими специалистами по тестированию и разработчиками
10001,1634.0,0.4475758638038638,"Разработка тестовых случаев, проведение тестирования и исследование результатов Проверка исправленных дефектов в порядке их приоритета Стаж работы не менее года в области разработки и тестирования программного обеспечения"
10001,1646.0,0.4461978846959591,Разработка стратегии тестирования и управление процессом тестирования Организация рабочего процесса команды специалистов по тестированию (включая оценку трудозатрат) Стаж работы в области разработки и тестирования программного обеспечения не менее пяти лет
10002,1887.0,0.5126941834715084,"Разработка стратегии тестирования и управление процессом тестирования Утверждение с аналитиком (и/или руководителем проекта) требований заказчика Понимание жизненного цикла разработки программного обеспечения, различных методологий его разработки и места тестирования в данном процессе"
10002,1710.0,0.4990436750875206,"Разработка документов для тестирования и анализ качества покрытия Определение требований к тестам Разработка требования к тестированию на основе требований к системе (бизнес-требований, функциональных требований, требований к производительности и др.)"
10002,1647.0,0.4917147590467781,Разработка стратегии тестирования и управление процессом тестирования Мониторинг работ и информирование о ходе работ заинтересованных лиц Стаж работы в области разработки и тестирования программного обеспечения не менее пяти лет
10002,1834.0,0.4898759743457586,"Подготовка тестовых данных и выполнение тестовых процедур Выполнение процесса тестирования Основы работы в операционной системе, в которой производится тестирование, баз данных"
10002,1865.0,0.48677046585106604,"Разработка документов для тестирования и анализ качества покрытия Определение требований к тестам Теория тестирования (модели тестирования, планирование тестирования, тест-дизайн, проектирование тестов)"
10003,1703.0,0.2415849831075915,"Разработка тестовых случаев, проведение тестирования и исследование результатов Деятельность по обучению младших тестировщиков Подготовка аналитической справки о недостающих знаниях и умениях"
10003,1816.0,0.2374029873595553,Разработка документов для тестирования и анализ качества покрытия Проведение обучения тестировщиков Работать с учебной литературой
10003,1691.0,0.2297870422929098,"Разработка тестовых случаев, проведение тестирования и исследование результатов Анализ результатов тестирования Получение данных о реальных результатах тестирования"
10003,1815.0,0.2261946580900828,Разработка документов для тестирования и анализ качества покрытия Проведение обучения тестировщиков Структурировать собственные знания и накопленный опыт
10003,1813.0,0.21758700626590166,Разработка документов для тестирования и анализ качества покрытия Проведение обучения тестировщиков Оценивать квалификацию сотрудников
10004,24344.0,0.7591939075989091,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Оценка и согласование сроков выполнения поставленных задач
10004,24342.0,0.7439529095006641,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Сбор и анализ полученных результатов тестирования интеграционного решения
10004,24348.0,0.7425417123677934,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Оценка и согласование сроков выполнения поставленных задач
10004,24346.0,0.7348600952596879,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Сбор и анализ полученных результатов испытаний интеграционного решения
10004,24361.0,0.7331599997688016,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Готовить отчетность по результатам испытаний в соответствии с программой и методикой испытаний
10005,24359.0,0.825877153019215,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Использовать методы и средства проведения испытаний интеграционного решения в соответствии с программой и методикой испытаний
10005,24376.0,0.8252741071242203,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Выбранная программа и методика испытаний интеграционного решения
10005,24372.0,0.8212924823600369,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Методы тестирования и документирования результатов тестирования
10005,24342.0,0.8200089825910646,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Сбор и анализ полученных результатов тестирования интеграционного решения
10005,24360.0,0.8174510110880882,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Интерпретировать данные испытаний интеграционного решения
10006,24376.0,0.7860520747798365,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Выбранная программа и методика испытаний интеграционного решения
10006,24346.0,0.7799708454268907,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Сбор и анализ полученных результатов испытаний интеграционного решения
10006,24373.0,0.7796456874445514,"Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Правила, алгоритмы и технологии создания тестовых процедур и наборов данных"
10006,24342.0,0.7778238947013318,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Сбор и анализ полученных результатов тестирования интеграционного решения
10006,24360.0,0.7771229970939563,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Интерпретировать данные испытаний интеграционного решения
10007,24358.0,0.8671167146657046,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Документировать результаты тестирования интеграционного решения
10007,24342.0,0.8664912053944293,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Сбор и анализ полученных результатов тестирования интеграционного решения
10007,24376.0,0.8616047302728671,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Выбранная программа и методика испытаний интеграционного решения
10007,24372.0,0.8584350087594497,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Методы тестирования и документирования результатов тестирования
10007,24344.0,0.8576301943386614,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Оценка и согласование сроков выполнения поставленных задач
10008,24359.0,0.708873422182994,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Использовать методы и средства проведения испытаний интеграционного решения в соответствии с программой и методикой испытаний
10008,24346.0,0.7046683799661504,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Сбор и анализ полученных результатов испытаний интеграционного решения
10008,24376.0,0.7043893157057735,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Выбранная программа и методика испытаний интеграционного решения
10008,24349.0,0.7041915134034271,Техническая поддержка процессов сопровождения интеграционных решений Мониторинг функционирования интеграционного решения в соответствии с трудовым заданием Применять автоматизированные и полуавтоматизированные методы и средства контроля состояния работы интеграционного решения
10008,24357.0,0.7035980982095631,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Анализировать значения полученных характеристик интеграционного решения
10009,24344.0,0.8523218124897053,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Оценка и согласование сроков выполнения поставленных задач
10009,24374.0,0.8407132596615317,"Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Внутренние нормативные документы, регламентирующие порядок документирования результатов тестирования"
10009,24377.0,0.8402653101671689,"Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Внутренние нормативные документы, регламентирующие порядок документирования результатов испытаний"
10009,24348.0,0.8387409802315875,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Оценка и согласование сроков выполнения поставленных задач
